Year_Birth,Education,Marital_Status,Income,Kidhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumStorePurchases,NumWebVisitsMonth,Complain,WebPurchases,Age,Children,TotalSpent,CustomerType
1989,Graduation,Single,81217.0,0,77,493,70,324,146,40,84,11,1,0,0,37,0,1157,Não Comprador
1951,Graduation,Single,49090.0,0,45,494,5,82,7,0,100,9,7,0,1,75,0,688,Comprador
1987,Master,Divorced,61787.0,0,71,621,73,414,78,48,85,6,5,0,1,39,0,1319,Comprador
1985,PhD,Married,18169.0,1,40,9,0,5,0,0,7,2,8,0,0,41,1,21,Não Comprador
1981,2n Cycle,Single,24336.0,1,82,1,6,2,8,2,12,2,7,0,0,45,1,31,Não Comprador
1990,Graduation,Married,18222.0,0,70,12,4,19,12,6,14,3,8,0,0,36,0,67,Não Comprador
1952,Graduation,Divorced,62335.0,0,87,243,131,217,85,6,26,13,2,0,0,74,0,708,Não Comprador
1971,2n Cycle,Together,42033.0,1,95,11,1,4,2,0,7,2,7,0,0,55,1,25,Não Comprador
1983,PhD,Married,86580.0,0,72,532,21,127,26,20,20,5,1,0,1,43,0,746,Comprador
1957,PhD,Divorced,41437.0,1,5,29,0,2,0,0,1,3,7,0,0,69,1,32,Não Comprador
1951,Master,Widow,73705.0,0,86,612,91,520,258,107,107,8,5,0,1,75,0,1695,Comprador
1976,Graduation,Married,61064.0,0,80,387,126,342,0,45,180,11,6,0,1,50,0,1080,Comprador
1955,Master,Married,38452.0,1,62,56,0,14,0,0,2,3,7,0,0,71,1,72,Não Comprador
1989,Graduation,Single,18358.0,1,49,6,8,19,16,4,4,4,7,0,0,37,1,57,Não Comprador
1973,PhD,Together,55012.0,0,85,582,0,65,0,0,13,9,5,0,1,53,0,660,Comprador
1973,Basic,Together,9722.0,1,7,6,17,16,6,16,42,3,8,0,0,53,1,103,Não Comprador
1984,PhD,Married,38175.0,1,6,70,6,69,2,3,3,4,7,0,0,42,1,153,Não Comprador
1956,Master,Together,58656.0,0,25,962,12,194,16,24,12,13,6,0,1,70,0,1220,Comprador
1965,Graduation,Together,52117.0,0,55,112,10,107,30,0,20,4,7,0,1,61,0,279,Comprador
1978,Graduation,Married,64813.0,1,81,293,0,124,179,97,52,10,5,0,1,48,1,745,Comprador
1973,PhD,Married,54222.0,0,98,199,12,31,3,12,7,5,3,0,0,53,0,264,Não Comprador
1986,Graduation,Married,83512.0,0,31,1060,61,835,80,20,101,10,1,0,1,40,0,2157,Comprador
1959,Master,Married,77520.0,0,30,940,44,396,0,88,58,7,4,0,1,67,0,1526,Comprador
1978,Graduation,Together,41154.0,0,98,44,2,11,2,3,7,4,5,0,0,48,0,69,Não Comprador
1966,Graduation,Married,80398.0,0,92,342,51,936,207,35,26,12,3,0,1,60,0,1597,Comprador
1992,Basic,Single,18746.0,1,41,2,10,11,12,9,20,3,6,0,0,34,1,64,Não Comprador
1984,Graduation,Together,35196.0,1,68,75,12,141,43,39,187,5,8,0,1,42,1,497,Comprador
1956,Graduation,Single,60230.0,0,78,520,20,367,39,81,40,6,5,0,1,70,0,1067,Comprador
1977,Graduation,Married,22108.0,1,46,5,3,9,6,2,6,3,7,0,0,49,1,31,Não Comprador
1974,Graduation,Together,44392.0,1,71,87,5,71,7,12,29,4,7,0,1,52,1,211,Comprador
1976,PhD,Married,55424.0,0,6,462,61,184,10,53,107,9,6,0,1,50,0,877,Comprador
1979,Graduation,Married,17688.0,1,82,2,2,1,3,1,2,2,8,1,0,47,1,11,Não Comprador
1983,PhD,Married,92491.0,0,71,979,44,935,29,25,22,12,3,0,1,43,0,2034,Comprador
1991,Graduation,Single,90273.0,0,32,704,129,853,120,74,111,7,2,0,1,35,0,1991,Comprador
1962,PhD,Widow,82571.0,0,28,861,31,558,62,95,79,13,2,0,1,64,0,1686,Comprador
1982,PhD,Single,38513.0,1,20,172,3,115,16,0,18,5,8,0,1,44,1,324,Comprador
1979,Master,Single,16653.0,1,10,5,7,31,15,4,7,3,6,0,0,47,1,69,Não Comprador
1955,Graduation,Together,42586.0,1,7,194,2,56,0,0,0,6,8,0,1,71,1,252,Comprador
1965,Basic,Single,23529.0,0,67,9,7,13,3,2,20,2,6,0,0,61,0,54,Não Comprador
1961,Master,Together,74881.0,1,48,505,72,270,36,27,54,12,5,0,1,65,1,964,Comprador
1951,Graduation,Married,71107.0,0,61,533,10,217,198,174,195,13,4,0,1,75,0,1327,Comprador
1964,PhD,Together,46910.0,1,36,48,0,14,0,0,6,3,6,0,0,62,1,68,Não Comprador
1959,Graduation,Married,18690.0,0,77,6,1,7,23,4,19,2,8,0,0,67,0,60,Não Comprador
1955,Graduation,Divorced,37244.0,1,90,18,2,10,0,0,25,2,7,0,0,71,1,55,Não Comprador
1966,Graduation,Together,82427.0,0,35,482,147,509,104,107,107,12,1,0,0,60,0,1456,Não Comprador
1958,2n Cycle,Single,75342.0,0,38,204,97,97,21,118,26,10,4,0,1,68,0,563,Comprador
1954,Graduation,Divorced,70044.0,0,46,1073,0,250,153,14,14,5,5,0,1,72,0,1504,Comprador
1967,Graduation,Single,79146.0,1,33,245,16,223,21,43,16,8,6,0,1,59,1,564,Comprador
1963,Graduation,Married,77437.0,0,70,560,21,442,29,44,29,13,1,0,1,63,0,1125,Comprador
1959,Graduation,Married,54984.0,0,51,173,13,131,32,3,6,6,7,0,1,67,0,358,Comprador
1971,PhD,Married,42403.0,1,18,22,1,11,0,5,3,3,8,0,0,55,1,42,Não Comprador
1964,Graduation,Together,55761.0,0,97,136,1,12,0,3,32,3,6,0,1,62,0,184,Comprador
1983,Graduation,Together,37292.0,1,32,275,0,86,10,23,66,5,8,0,1,43,1,460,Comprador
1945,PhD,Single,45576.0,0,9,56,19,29,2,14,25,3,8,0,0,81,0,145,Não Comprador
1947,Graduation,Together,70321.0,0,6,303,23,751,82,26,191,13,4,0,1,79,0,1376,Comprador
1969,PhD,Divorced,58086.0,0,80,708,7,62,0,0,15,7,8,0,1,57,0,792,Comprador
1952,Graduation,Married,81795.0,0,74,324,132,693,27,118,88,7,2,0,1,74,0,1382,Comprador
1947,Basic,Together,28389.0,0,49,1,5,3,7,4,8,2,7,0,0,79,0,28,Não Comprador
1946,Master,Married,66835.0,0,21,620,26,195,34,17,141,13,2,0,1,80,0,1033,Comprador
1969,Graduation,Divorced,69901.0,0,95,312,21,206,102,92,149,10,5,0,1,57,0,882,Comprador
1949,PhD,Married,80360.0,0,56,1493,86,454,112,43,43,5,2,0,1,77,0,2231,Comprador
1961,PhD,Together,63342.0,0,48,918,21,118,13,10,21,5,6,0,1,65,0,1101,Comprador
1974,Graduation,Married,44989.0,0,26,98,0,106,49,10,106,5,6,0,1,52,0,369,Comprador
1980,2n Cycle,Single,31859.0,1,3,3,4,7,15,8,11,3,7,0,0,46,1,48,Não Comprador
1949,PhD,Widow,51569.0,0,39,380,0,47,6,0,34,7,8,0,1,77,0,467,Comprador
1971,Graduation,Widow,30372.0,1,33,15,0,12,7,3,7,3,7,0,0,55,1,44,Não Comprador
1979,Basic,Single,16014.0,1,42,3,9,4,7,8,7,4,3,0,0,47,1,38,Não Comprador
1968,Graduation,Married,41120.0,1,80,24,2,23,0,8,24,3,6,0,0,58,1,81,Não Comprador
1971,Master,Single,39763.0,1,9,80,1,60,4,6,16,2,9,0,1,55,1,167,Comprador
1955,PhD,Married,38725.0,1,52,31,0,6,2,1,5,4,4,0,0,71,1,45,Não Comprador
1972,Graduation,Married,77981.0,1,78,138,120,204,16,126,60,7,5,0,1,54,1,664,Comprador
1964,2n Cycle,Married,62905.0,0,68,166,75,96,119,107,59,8,4,0,1,62,0,622,Comprador
1979,2n Cycle,Divorced,13533.0,1,45,12,3,8,8,0,17,3,7,0,0,47,1,48,Não Comprador
1975,Graduation,Together,59481.0,0,47,178,3,85,71,66,58,8,2,0,0,51,0,461,Não Comprador
1977,Graduation,Married,72117.0,0,34,707,20,171,65,60,50,9,5,0,1,49,0,1073,Comprador
1986,2n Cycle,Married,21955.0,1,81,5,1,7,17,14,11,3,6,0,0,40,1,55,Não Comprador
1956,Graduation,Married,67131.0,0,72,465,71,250,93,35,62,12,6,0,1,70,0,976,Comprador
1980,PhD,Single,36802.0,1,23,16,1,2,0,0,1,3,5,0,0,46,1,20,Não Comprador
1982,Graduation,Together,71853.0,0,29,358,108,413,141,97,32,6,1,0,0,44,0,1149,Não Comprador
1961,Basic,Married,28249.0,0,80,1,9,7,2,14,10,3,6,0,0,65,0,43,Não Comprador
1975,Master,Married,47808.0,0,30,123,1,26,2,0,72,3,7,0,0,51,0,224,Não Comprador
1974,PhD,Divorced,25509.0,1,15,40,3,30,10,7,11,3,9,0,0,52,1,101,Não Comprador
1946,PhD,Married,51012.0,0,86,102,9,63,2,9,24,4,6,0,1,80,0,209,Comprador
1985,Graduation,Single,70596.0,0,68,347,44,534,17,0,26,12,2,0,0,41,0,968,Não Comprador
1952,PhD,Together,85431.0,0,54,376,53,462,168,53,53,7,0,0,0,74,0,1165,Não Comprador
1967,Graduation,Married,42664.0,0,44,21,0,3,0,0,0,3,6,0,0,59,0,24,Não Comprador
1955,Graduation,Together,42586.0,1,7,194,2,56,0,0,0,6,8,0,1,71,1,252,Comprador
1985,Graduation,Single,29760.0,1,87,64,4,68,7,5,17,4,8,0,0,41,1,165,Não Comprador
1977,PhD,Married,28973.0,0,59,206,0,46,3,2,12,5,8,0,1,49,0,269,Comprador
1973,PhD,Together,39435.0,1,16,71,0,18,0,0,13,2,7,0,0,53,1,102,Não Comprador
1984,2n Cycle,Married,65370.0,0,1,71,22,112,138,89,29,13,1,0,0,42,0,461,Não Comprador
1979,Basic,Single,20194.0,1,64,0,4,7,11,10,15,3,6,0,0,47,1,47,Não Comprador
1976,PhD,Single,42473.0,1,72,93,1,21,0,4,25,4,5,0,0,50,1,144,Não Comprador
1968,Graduation,Married,64590.0,0,98,920,138,168,36,46,30,10,6,0,1,58,0,1338,Comprador
1959,Graduation,Together,71232.0,0,91,653,17,170,34,26,17,10,7,0,1,67,0,917,Comprador
1971,Graduation,Together,34600.0,1,8,199,33,60,8,3,15,5,8,0,1,55,1,318,Comprador
1967,Graduation,Single,46904.0,1,20,153,4,56,0,9,31,4,8,0,1,59,1,253,Comprador
1973,Graduation,Married,49094.0,0,6,376,0,38,11,8,69,6,6,0,1,53,0,502,Comprador
1983,Graduation,Together,36075.0,1,54,46,0,30,12,1,30,4,6,0,0,43,1,119,Não Comprador
1979,2n Cycle,Together,60839.0,1,72,600,21,128,223,150,128,12,8,0,0,47,1,1250,Não Comprador
1979,Graduation,Together,77298.0,0,46,425,115,292,23,35,79,11,3,0,1,47,0,969,Comprador
1950,Graduation,Together,34026.0,1,11,18,6,15,12,8,17,3,5,0,0,76,1,76,Não Comprador
1963,PhD,Single,48918.0,1,21,52,0,9,0,0,1,4,4,0,0,63,1,62,Não Comprador
1962,2n Cycle,Together,82122.0,0,89,734,22,350,151,25,100,13,1,0,0,64,0,1382,Não Comprador
1976,Graduation,Single,37697.0,1,82,34,6,21,11,4,8,3,6,0,0,50,1,84,Não Comprador
1952,Graduation,Together,34074.0,1,69,135,1,41,10,1,67,3,6,0,0,74,1,255,Não Comprador
1960,Master,Married,28520.0,1,55,11,0,10,0,2,20,2,6,0,0,66,1,43,Não Comprador
1955,Graduation,Single,62535.0,0,13,163,48,90,0,45,52,8,3,0,0,71,0,398,Não Comprador
1977,Master,Single,36273.0,1,80,29,3,30,3,2,9,3,6,0,0,49,1,76,Não Comprador
1964,Graduation,Together,63404.0,0,97,734,26,70,11,44,17,4,4,0,1,62,0,902,Comprador
1981,2n Cycle,Together,75774.0,1,27,340,21,134,258,14,56,8,4,0,1,45,1,823,Comprador
1976,Graduation,Together,78416.0,0,99,453,38,279,188,38,183,10,3,0,1,50,0,1179,Comprador
1974,Graduation,Together,75702.0,0,87,1073,0,629,145,37,37,13,6,0,1,52,0,1921,Comprador
1951,Master,Together,59385.0,1,85,135,0,10,0,4,36,4,5,0,0,75,1,185,Não Comprador
1966,Graduation,Single,37070.0,1,30,231,7,137,4,15,39,8,7,0,1,60,1,433,Comprador
1951,Graduation,Married,44689.0,1,82,18,0,5,0,0,11,2,7,0,0,75,1,34,Não Comprador
1958,Graduation,Together,53977.0,0,21,620,16,165,0,24,82,12,5,0,1,68,0,907,Comprador
1966,PhD,Single,7144.0,0,92,81,4,33,5,2,291,1,0,0,1,60,0,416,Comprador
1964,Graduation,Single,18701.0,1,95,12,4,2,10,6,10,4,5,0,0,62,1,44,Não Comprador
1956,Graduation,Married,90369.0,0,2,292,51,981,224,23,17,6,1,0,1,70,0,1588,Comprador
1974,PhD,Single,63159.0,0,74,965,34,586,89,86,37,8,3,0,0,52,0,1797,Não Comprador
1966,Graduation,Together,37758.0,1,49,27,2,10,0,0,1,3,8,0,0,60,1,40,Não Comprador
1963,PhD,Single,46757.0,0,71,777,30,163,0,51,122,7,9,0,1,63,0,1143,Comprador
1969,Master,Married,79734.0,0,72,572,8,232,23,62,17,6,1,0,1,57,0,914,Comprador
1992,Graduation,Together,63207.0,0,68,438,169,565,91,169,70,6,7,0,0,34,0,1502,Não Comprador
1954,Graduation,Divorced,72071.0,0,4,531,69,300,150,138,150,8,2,0,1,72,0,1338,Comprador
1983,PhD,Together,21840.0,1,80,17,0,9,0,0,1,3,9,0,0,43,1,27,Não Comprador
1982,2n Cycle,Together,58582.0,0,15,402,35,106,101,77,42,9,5,0,1,44,0,763,Comprador
1951,Graduation,Single,72282.0,0,70,503,27,419,90,139,153,9,7,0,1,75,0,1331,Comprador
1956,Graduation,Married,50387.0,0,91,369,9,87,12,14,34,8,5,0,1,70,0,525,Comprador
1961,PhD,Together,32583.0,1,10,5,0,3,0,0,1,2,7,0,0,65,1,9,Não Comprador
1962,Graduation,Together,62568.0,0,99,362,17,398,80,35,61,5,4,0,1,64,0,953,Comprador
1971,Master,Divorced,44635.0,1,25,56,0,9,0,0,3,3,7,0,0,55,1,68,Não Comprador
1971,Master,Single,33316.0,1,34,79,1,31,4,4,12,4,6,0,0,55,1,131,Não Comprador
1968,Graduation,Married,63967.0,0,57,387,84,141,73,35,162,12,2,0,1,58,0,882,Comprador
1978,2n Cycle,Together,52513.0,0,84,367,17,241,104,188,232,9,7,0,1,48,0,1149,Comprador
1969,Graduation,Married,25293.0,1,51,15,0,11,0,2,9,2,8,0,0,57,1,37,Não Comprador
1965,PhD,Widow,54111.0,0,97,267,6,54,8,3,50,6,5,0,1,61,0,388,Comprador
1986,Graduation,Together,78394.0,0,13,298,27,697,216,24,166,5,2,0,1,40,0,1428,Comprador
1958,Master,Married,80739.0,0,92,674,92,736,39,0,92,9,1,0,0,68,0,1633,Não Comprador
1975,Master,Together,22669.0,1,30,16,14,36,37,22,48,2,9,0,1,51,1,173,Comprador
1987,Graduation,Single,29236.0,1,30,37,4,24,16,9,9,3,9,0,1,39,1,99,Comprador
1959,Graduation,Together,44911.0,0,11,159,0,22,2,1,31,4,7,0,1,67,0,215,Comprador
1962,PhD,Married,54693.0,0,72,686,17,142,23,26,35,13,6,0,1,64,0,929,Comprador
1974,Graduation,Together,48186.0,1,39,97,3,66,12,7,34,4,7,0,1,52,1,219,Comprador
1977,Graduation,Married,54809.0,1,0,63,6,57,13,13,22,5,4,0,0,49,1,174,Não Comprador
1978,Graduation,Together,41580.0,1,15,56,5,24,4,0,3,3,5,0,0,48,1,92,Não Comprador
1970,PhD,Married,80336.0,0,12,209,19,456,160,142,66,13,1,0,0,56,0,1052,Não Comprador
1957,Graduation,Married,47743.0,0,56,198,2,43,0,12,20,6,6,0,1,69,0,275,Comprador
1955,2n Cycle,Married,62972.0,0,39,313,15,47,20,0,192,3,6,0,1,71,0,587,Comprador
1954,PhD,Divorced,57333.0,0,55,941,14,397,76,58,176,9,6,0,1,72,0,1662,Comprador
1982,PhD,Together,32313.0,1,60,86,4,56,2,4,7,4,9,0,1,44,1,159,Comprador
1953,Master,Widow,84953.0,0,73,167,48,602,63,72,72,4,2,0,0,73,0,1024,Não Comprador
1968,Master,Divorced,27071.0,1,90,8,3,19,0,2,3,3,6,0,0,58,1,35,Não Comprador
1957,Master,Together,68148.0,0,86,389,66,408,37,57,85,6,2,0,1,69,0,1042,Comprador
1965,Master,Together,65735.0,1,37,239,7,119,4,15,11,6,7,0,1,61,1,395,Comprador
1975,PhD,Married,86836.0,0,7,179,21,273,0,21,63,6,5,0,1,51,0,557,Comprador
1963,PhD,Married,4023.0,1,29,5,0,1,1,1,1,0,19,0,0,63,1,9,Não Comprador
1990,Graduation,Married,30093.0,0,19,2,6,28,13,4,16,3,7,0,0,36,0,69,Não Comprador
1966,PhD,Married,57705.0,0,14,383,0,53,6,4,40,6,6,0,1,60,0,486,Comprador
1988,Graduation,Single,25008.0,1,72,2,8,8,6,1,9,3,8,0,0,38,1,34,Não Comprador
1995,2n Cycle,Single,83257.0,0,56,536,27,590,38,107,67,12,6,1,1,31,0,1365,Comprador
1975,Graduation,Together,22280.0,1,85,2,1,4,3,1,2,2,8,0,0,51,1,13,Não Comprador
1978,PhD,Married,72159.0,0,62,322,53,899,34,40,53,10,2,0,1,48,0,1401,Comprador
1961,Graduation,Together,64260.0,0,1,539,169,816,20,0,30,4,3,0,1,65,0,1574,Comprador
1984,PhD,Single,82733.0,0,28,712,50,420,65,38,38,7,4,0,1,42,0,1323,Comprador
1971,Master,Divorced,74290.0,0,70,1121,0,72,0,12,12,10,6,0,1,55,0,1217,Comprador
1951,Master,Single,58217.0,2,84,68,1,13,3,5,13,4,6,0,0,75,2,103,Não Comprador
1976,Master,Together,21024.0,0,89,36,4,18,6,2,18,4,7,0,0,50,0,84,Não Comprador
1972,PhD,Married,70116.0,0,73,707,44,603,95,58,29,12,1,0,0,54,0,1536,Não Comprador
1985,Graduation,Together,54006.0,1,42,174,77,203,6,24,97,7,7,0,1,41,1,581,Comprador
1966,PhD,Married,69063.0,0,16,666,35,124,69,8,26,5,3,0,1,60,0,928,Comprador
1975,2n Cycle,Divorced,11448.0,0,16,0,0,0,6,2,6,2,6,0,0,51,0,14,Não Comprador
1979,Graduation,Single,61825.0,0,56,162,50,100,55,30,27,8,4,0,1,47,0,424,Comprador
1971,Graduation,Married,70886.0,1,65,407,70,239,103,88,53,4,2,0,1,55,1,960,Comprador
1982,Graduation,Married,69109.0,0,10,823,25,459,124,29,95,7,4,0,1,44,0,1555,Comprador
1973,Graduation,Widow,60208.0,1,13,488,23,71,15,0,59,7,7,0,1,53,1,656,Comprador
1968,Master,Together,32889.0,1,78,28,0,13,4,2,8,3,5,0,0,58,1,55,Não Comprador
1984,Graduation,Single,34738.0,1,51,3,2,10,3,0,2,3,6,0,0,42,1,20,Não Comprador
1971,Master,Together,30538.0,1,27,284,0,52,8,3,20,4,10,0,1,55,1,367,Comprador
1977,2n Cycle,Together,82326.0,0,30,938,142,754,159,81,183,6,2,0,1,49,0,2257,Comprador
1967,PhD,Divorced,26642.0,1,71,13,2,15,2,2,8,3,6,0,0,59,1,42,Não Comprador
1964,Graduation,Divorced,69932.0,0,97,412,172,153,150,105,57,11,4,0,1,62,0,1049,Comprador
1972,Graduation,Single,44503.0,1,83,31,1,8,0,0,8,3,6,0,0,54,1,48,Não Comprador
1948,PhD,Single,60200.0,0,3,502,19,132,0,6,26,11,6,0,1,78,0,685,Comprador
1952,Graduation,Divorced,49638.0,0,71,18,10,3,3,5,0,3,2,0,0,74,0,39,Não Comprador
1987,2n Cycle,Single,23830.0,0,3,1,8,6,4,8,16,3,7,0,0,39,0,43,Não Comprador
1959,Master,Widow,33051.0,0,15,100,71,243,108,94,219,8,9,0,1,67,0,835,Comprador
1958,Graduation,Married,72905.0,0,52,407,114,445,181,165,203,9,1,0,0,68,0,1515,Não Comprador
1951,PhD,Together,69702.0,0,8,664,9,240,50,19,57,10,4,0,1,75,0,1039,Comprador
1975,Graduation,Divorced,70300.0,1,89,1045,61,338,60,46,46,13,8,0,1,51,1,1596,Comprador
1984,PhD,Married,70643.0,0,66,1218,107,304,23,143,33,4,6,0,1,42,0,1828,Comprador
1969,PhD,Married,30396.0,1,22,15,0,6,0,1,12,2,7,0,0,57,1,34,Não Comprador
1968,PhD,Divorced,50616.0,0,56,128,0,16,0,1,4,4,7,0,1,58,0,149,Comprador
1969,Master,Single,62772.0,0,74,581,49,157,43,8,108,11,2,0,1,57,0,946,Comprador
1985,PhD,Single,30298.0,0,48,6,3,12,6,1,0,3,3,0,0,41,0,28,Não Comprador
1984,Graduation,Single,52413.0,1,67,185,8,133,56,56,12,7,7,0,1,42,1,450,Comprador
1957,PhD,Married,44155.0,1,24,22,1,9,0,0,14,2,4,0,0,69,1,46,Não Comprador
1971,PhD,Divorced,86979.0,0,67,584,100,835,65,83,35,5,2,0,1,55,0,1702,Comprador
1975,Graduation,Together,76532.0,1,38,355,30,177,90,138,30,7,5,0,1,51,1,820,Comprador
1982,Graduation,Married,42081.0,1,86,175,10,110,54,6,27,4,6,0,1,44,1,382,Comprador
1988,PhD,Married,67546.0,0,90,864,134,768,150,38,172,5,3,0,1,38,0,2126,Comprador
1989,Master,Together,88420.0,0,87,957,153,612,99,95,153,8,1,0,1,37,0,2069,Comprador
1985,Graduation,Married,31158.0,1,62,25,6,16,20,0,5,3,8,0,0,41,1,72,Não Comprador
1968,Graduation,Divorced,61671.0,0,23,641,7,56,0,0,28,6,8,0,1,58,0,732,Comprador
1974,Graduation,Single,69719.0,0,99,273,86,208,177,14,43,5,1,0,0,52,0,801,Não Comprador
1949,Graduation,Divorced,49160.0,0,29,122,21,43,25,10,15,6,6,0,0,77,0,236,Não Comprador
1978,Basic,Together,24882.0,1,52,1,4,10,29,0,36,2,6,0,0,48,1,80,Não Comprador
1954,PhD,Single,90933.0,0,90,1020,31,430,62,63,79,4,1,0,1,72,0,1685,Comprador
1945,PhD,Single,113734.0,0,9,6,2,3,1,262,3,0,1,0,1,81,0,277,Comprador
1950,PhD,Together,59292.0,0,71,378,14,68,19,14,14,8,3,0,0,76,0,507,Não Comprador
1964,PhD,Married,45759.0,1,13,42,1,18,3,0,4,3,7,0,0,62,1,68,Não Comprador
1983,Graduation,Single,22148.0,0,16,15,5,14,0,4,11,3,7,0,0,43,0,49,Não Comprador
1987,Master,Married,73395.0,0,94,272,7,80,20,7,11,6,2,0,1,39,0,397,Comprador
1971,Graduation,Divorced,29819.0,1,77,9,1,24,2,1,2,3,6,0,0,55,1,39,Não Comprador
1968,Graduation,Married,45688.0,0,20,279,0,18,0,0,9,8,4,0,0,58,0,306,Não Comprador
1954,Graduation,Married,62820.0,0,51,398,61,265,138,61,53,6,1,0,0,72,0,976,Não Comprador
1971,PhD,Married,60491.0,0,81,637,47,237,12,19,76,7,5,0,1,55,0,1028,Comprador
1986,Graduation,Together,33235.0,1,71,45,0,16,2,1,6,3,7,0,0,40,1,70,Não Comprador
1959,Graduation,Married,35701.0,0,36,21,1,9,7,3,5,3,6,0,0,67,0,46,Não Comprador
1980,Master,Married,31535.0,1,95,15,4,13,0,0,19,2,7,0,0,46,1,51,Não Comprador
1960,2n Cycle,Together,92556.0,0,32,493,183,352,184,23,28,13,0,0,0,66,0,1263,Não Comprador
1970,Graduation,Single,67384.0,0,32,957,40,175,158,53,107,5,5,0,1,56,0,1490,Comprador
1971,Master,Together,80573.0,0,85,829,138,430,60,92,15,13,2,0,1,55,0,1564,Comprador
1967,Graduation,Married,77870.0,0,93,1017,50,500,65,50,133,5,8,0,1,59,0,1815,Comprador
1963,PhD,Widow,52278.0,0,24,953,0,71,0,0,174,10,8,0,1,63,0,1198,Comprador
1968,Graduation,Single,57107.0,0,44,159,0,120,0,0,137,8,8,0,1,58,0,416,Comprador
1990,Graduation,Married,18929.0,0,15,32,0,8,23,4,18,4,6,0,0,36,0,85,Não Comprador
1981,PhD,Single,36038.0,1,82,23,0,15,0,2,7,3,6,0,0,45,1,47,Não Comprador
1976,Graduation,Single,20180.0,0,27,18,42,24,15,20,18,4,7,0,0,50,0,137,Não Comprador
1965,PhD,Together,34230.0,1,72,15,0,4,0,0,2,2,7,0,0,61,1,21,Não Comprador
1977,2n Cycle,Single,31878.0,0,7,23,4,5,10,5,23,4,3,0,0,49,0,70,Não Comprador
1972,2n Cycle,Married,70932.0,0,57,200,193,100,46,185,185,12,3,0,1,54,0,909,Comprador
1956,Graduation,Single,91249.0,0,84,1324,27,119,71,108,27,6,4,0,1,70,0,1676,Comprador
1943,Master,Single,77598.0,0,53,1193,33,281,129,66,33,13,3,0,1,83,0,1735,Comprador
1959,Graduation,Single,80982.0,1,48,505,137,401,104,22,22,11,5,1,1,67,1,1191,Comprador
1977,Master,Married,22701.0,1,2,2,4,9,0,4,5,3,5,0,0,49,1,24,Não Comprador
1969,PhD,Married,55212.0,0,65,1103,0,45,0,0,34,11,8,0,1,57,0,1182,Comprador
1970,Graduation,Married,70617.0,0,45,353,61,753,40,46,27,7,2,0,0,56,0,1280,Não Comprador
1957,Graduation,Single,64849.0,0,42,652,48,350,94,84,108,6,5,0,1,69,0,1336,Comprador
1965,Master,Married,62694.0,1,29,379,6,157,25,91,91,7,7,0,1,61,1,749,Comprador
1974,PhD,Married,61917.0,1,83,46,4,36,2,2,1,4,5,0,0,52,1,91,Não Comprador
1947,PhD,Married,67472.0,0,93,162,31,127,8,17,69,7,3,0,1,79,0,414,Comprador
1982,Master,Married,21059.0,1,40,8,3,19,3,3,8,3,6,0,0,44,1,44,Não Comprador
1968,Master,Married,29543.0,2,47,17,3,18,3,4,18,2,7,0,0,58,2,63,Não Comprador
1951,Graduation,Married,75903.0,0,50,340,108,185,130,38,100,9,3,0,1,75,0,901,Comprador
1975,2n Cycle,Together,34984.0,1,40,8,4,15,3,5,3,3,7,0,0,51,1,38,Não Comprador
1956,PhD,Single,54998.0,0,3,154,22,202,39,30,8,9,4,0,1,70,0,455,Comprador
1949,PhD,Widow,54356.0,0,62,710,15,30,20,0,0,8,8,0,1,77,0,775,Comprador
1959,Master,Married,34242.0,0,25,8,2,4,0,0,1,3,5,0,0,67,0,15,Não Comprador
1973,Graduation,Married,25410.0,1,48,2,2,4,13,13,4,4,4,0,0,53,1,38,Não Comprador
1984,PhD,Married,73356.0,0,56,1050,14,322,0,14,112,5,2,0,1,42,0,1512,Comprador
1950,Graduation,Together,28320.0,0,68,19,1,14,3,2,4,3,8,0,0,76,0,43,Não Comprador
1977,Graduation,Single,23763.0,1,64,22,0,6,6,2,6,3,7,0,0,49,1,42,Não Comprador
1984,Graduation,Married,72570.0,0,67,274,83,216,151,141,224,12,1,0,1,42,0,1089,Comprador
1976,Master,Married,34529.0,1,94,68,6,38,3,6,41,3,7,0,0,50,1,162,Não Comprador
1951,Graduation,Widow,70792.0,0,82,344,45,654,104,11,114,10,3,0,0,75,0,1272,Não Comprador
1982,Graduation,Married,63211.0,0,3,145,193,459,205,26,145,7,2,0,0,44,0,1173,Não Comprador
1974,Master,Married,83891.0,0,24,217,38,350,111,85,15,10,1,0,1,52,0,816,Comprador
1968,Graduation,Single,36065.0,1,54,18,7,34,10,2,3,3,8,0,0,58,1,74,Não Comprador
1954,Graduation,Together,39898.0,0,20,69,8,26,12,7,12,4,7,0,0,72,0,134,Não Comprador
1940,PhD,Single,51141.0,0,96,144,0,7,0,0,6,4,5,0,0,86,0,157,Não Comprador
1976,Graduation,Married,56939.0,0,19,256,34,103,90,29,49,10,3,0,0,50,0,561,Não Comprador
1951,Graduation,Single,80872.0,0,60,483,72,567,94,12,108,10,1,0,1,75,0,1336,Comprador
1976,PhD,Together,72335.0,0,2,1285,105,653,28,21,0,8,8,0,1,50,0,2092,Comprador
1964,PhD,Single,61798.0,0,13,338,4,89,11,8,13,9,4,0,1,62,0,463,Comprador
